Code du Département;Date;Nb actuellement hospitalisés;Nb actuellement en soins intensifs;Total retour à domicile;Total Décès;Code région;Code ISO 3166 de la zone;Nom région;Nom Département;Sexe;Geo Point;Nb Quotidien Admis Hospitalisation;Nb Quotidien Admis Réanimation;Nb Quotidien Décès;Nb Quotidien Retour à Domicile
35;2020-04-17;194;28;187;51;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;11;3;2;9
29;2020-04-22;82;22;119;31;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;3;1;0;6
35;2020-04-27;156;19;261;68;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;0;0;1;0
35;2020-04-27;63;5;108;33;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
22;2020-04-28;51;6;124;24;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443,-2.86206319142;1;0;0;3
56;2020-04-30;127;14;288;80;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;7;0;2;10
35;2020-05-01;142;13;287;70;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;3;0;0;10
56;2020-04-21;120;22;243;75;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;9;1;1;7
35;2020-04-24;164;17;246;66;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;5;0;0;11
35;2020-04-28;60;5;112;34;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
35;2020-04-29;150;15;274;70;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;4;0;0;5
56;2020-04-29;130;16;279;78;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;4;2;1;4
22;2020-05-02;23;2;67;16;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
29;2020-05-03;58;13;134;37;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;0;0;0;1
29;2020-05-04;27;4;54;14;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
35;2020-05-04;136;14;296;75;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;3;0;1;2
29;2020-03-20;11;1;3;0;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
56;2020-03-20;49;12;29;9;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;6;0;0;2
56;2020-03-20;21;3;15;4;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
29;2020-03-25;14;3;10;1;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
56;2020-03-28;31;2;38;10;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
22;2020-03-29;23;2;4;0;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
35;2020-03-30;91;17;53;7;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;15;4;2;2
22;2020-04-06;36;13;11;5;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
22;2020-04-06;39;4;18;6;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
29;2020-04-11;42;8;37;5;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
56;2020-04-13;131;35;200;60;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;2;2;0;3
56;2020-04-13;82;31;107;36;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
35;2020-04-18;181;28;204;56;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;9;2;5;17
35;2020-03-21;4;2;10;0;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
22;2020-03-22;4;0;2;0;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
56;2020-03-23;25;3;20;7;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
35;2020-03-25;41;14;30;2;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;12;2;0;4
35;2020-03-26;50;14;34;2;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;15;2;0;5
35;2020-03-29;33;3;23;0;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
56;2020-04-12;82;30;106;36;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
56;2020-04-18;70;22;129;45;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
35;2020-04-20;101;19;123;31;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
29;2020-04-21;86;25;113;31;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;2;0;0;6
22;2020-04-23;26;4;56;15;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
22;2020-04-24;27;2;59;9;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
22;2020-04-25;22;4;61;15;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
29;2020-05-02;32;8;79;23;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
35;2020-05-03;56;4;122;35;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
29;2020-05-04;30;8;80;24;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
56;2020-05-05;63;11;165;51;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
22;2020-03-21;4;0;2;0;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
35;2020-03-21;16;8;8;1;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
35;2020-03-23;34;14;20;1;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;12;4;0;2
35;2020-03-23;10;2;10;0;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
56;2020-03-25;69;13;52;20;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;14;0;3;9
29;2020-03-29;50;11;28;5;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;6;0;0;3
22;2020-04-01;23;3;5;4;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
29;2020-04-03;74;32;55;7;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;12;3;0;7
22;2020-04-05;70;16;25;10;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443,-2.86206319142;8;0;0;0
22;2020-04-07;37;3;22;6;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
35;2020-04-11;91;27;82;24;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
35;2020-04-14;100;24;95;27;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
29;2020-04-16;39;8;42;9;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
35;2020-04-16;193;32;178;49;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;12;1;1;14
22;2020-04-21;58;6;101;24;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443,-2.86206319142;3;0;0;7
29;2020-04-24;33;6;49;13;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
22;2020-04-26;22;4;61;15;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
35;2020-04-30;59;4;117;34;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
22;2020-05-02;52;4;136;26;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443,-2.86206319142;9;0;1;1
29;2020-05-02;59;13;133;37;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;1;0;0;0
35;2020-03-18;7;3;0;0;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;;;;
29;2020-03-19;8;1;3;0;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
22;2020-04-20;63;7;94;24;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443,-2.86206319142;3;0;1;4
22;2020-04-20;28;5;49;15;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
56;2020-04-22;119;21;249;75;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;8;1;0;6
29;2020-04-25;31;6;50;13;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
56;2020-04-25;56;2;117;29;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
22;2020-04-28;28;2;62;9;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
56;2020-04-29;57;3;123;30;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
22;2020-04-30;29;2;65;9;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
56;2020-05-01;126;13;291;80;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;2;0;0;3
56;2020-05-01;57;1;128;31;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
56;2020-05-04;56;3;132;32;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
22;2020-03-25;4;0;1;1;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
22;2020-03-28;23;2;2;0;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
29;2020-03-31;27;11;19;4;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
56;2020-03-31;72;26;39;18;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
35;2020-04-03;86;29;43;10;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
56;2020-04-04;136;24;110;40;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;8;3;3;13
22;2020-04-06;75;17;29;11;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443,-2.86206319142;10;1;1;4
56;2020-04-10;139;34;175;56;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;7;2;2;13
29;2020-04-11;116;39;82;13;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;11;1;1;4
35;2020-04-16;107;21;107;29;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
35;2020-03-18;4;2;0;0;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
22;2020-03-19;2;1;3;0;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443,-2.86206319142;4;0;1;0
29;2020-04-21;49;18;66;19;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
56;2020-04-24;73;15;146;46;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
22;2020-04-25;30;2;59;9;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
56;2020-04-28;124;15;274;77;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;14;1;1;8
56;2020-05-02;56;1;129;32;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
35;2020-05-04;57;4;123;36;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
56;2020-05-04;64;12;164;51;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
29;2020-03-19;17;5;6;0;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;11;0;0;3
29;2020-03-20;9;3;3;1;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
29;2020-03-21;9;2;3;1;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
56;2020-03-22;77;15;29;13;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;11;5;1;4
29;2020-03-23;9;0;6;1;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
56;2020-03-23;67;14;36;17;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;5;0;4;4
35;2020-03-24;24;11;13;2;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
56;2020-03-24;67;14;43;17;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;9;1;0;8
29;2020-03-26;14;2;12;1;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
56;2020-03-29;66;24;38;16;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
35;2020-03-31;94;22;59;9;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;19;7;2;8
29;2020-04-04;51;26;27;5;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
56;2020-04-08;97;30;77;32;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
35;2020-04-09;93;35;74;18;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
35;2020-04-11;80;11;53;15;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
22;2020-04-13;39;8;28;11;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
56;2020-04-13;49;4;93;24;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
35;2020-04-14;89;12;57;17;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
35;2020-04-15;196;33;164;48;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;23;0;4;12
56;2020-04-15;45;4;98;28;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
29;2020-04-16;107;32;97;24;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;5;1;4;8
56;2020-04-17;116;28;225;71;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;6;0;0;4
29;2020-04-20;39;7;45;11;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
56;2020-04-23;126;21;253;75;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;11;0;0;4
56;2020-04-23;53;2;112;29;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
35;2020-04-25;158;19;258;67;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;6;1;1;13
56;2020-04-27;68;13;151;47;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
56;2020-04-27;56;3;117;29;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
56;2020-04-28;69;12;153;47;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
35;2020-05-01;83;9;167;36;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
35;2020-05-01;59;4;119;34;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
35;2020-05-03;136;14;294;74;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;3;0;2;3
35;2020-03-20;20;9;17;1;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;9;2;1;1
56;2020-03-20;28;9;14;5;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
22;2020-03-22;2;0;1;1;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
22;2020-03-23;2;0;1;1;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
35;2020-03-24;33;13;26;2;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;9;2;1;6
56;2020-03-26;89;18;57;21;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;27;5;1;5
35;2020-03-27;53;16;38;3;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;10;4;1;5
56;2020-03-30;106;29;79;29;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;16;3;1;3
29;2020-03-31;49;12;37;7;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;7;5;1;8
22;2020-04-03;65;17;20;9;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443,-2.86206319142;11;0;0;5
56;2020-04-03;60;5;54;15;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
56;2020-04-06;91;31;57;28;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
56;2020-04-07;144;34;127;52;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;9;2;4;9
35;2020-04-09;80;13;43;9;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
35;2020-04-12;97;25;86;24;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
29;2020-04-17;62;21;58;16;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
35;2020-04-17;110;18;107;30;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
35;2020-03-26;21;2;13;0;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
56;2020-04-03;83;24;44;22;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
29;2020-04-04;79;33;56;8;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;7;1;1;1
29;2020-04-05;49;26;29;6;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
35;2020-04-05;136;38;83;17;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;6;4;0;3
56;2020-04-05;79;20;53;27;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
22;2020-04-09;30;9;24;9;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
22;2020-04-09;34;3;25;7;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
35;2020-04-19;101;20;123;31;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
35;2020-04-19;72;6;85;28;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
29;2020-03-18;13;5;3;0;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;;;;
35;2020-05-05;77;8;175;39;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
22;2020-03-20;3;0;2;0;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
29;2020-03-22;8;0;6;0;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
35;2020-03-28;29;4;17;0;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
29;2020-03-29;30;9;12;4;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
56;2020-04-26;125;16;267;76;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;1;1;0;2
29;2020-04-28;30;5;51;13;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
22;2020-04-29;48;5;128;25;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443,-2.86206319142;1;0;1;3
29;2020-04-29;35;9;76;23;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
35;2020-04-05;83;29;52;10;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
22;2020-04-07;69;13;42;13;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443,-2.86206319142;10;1;2;13
29;2020-04-07;34;9;32;3;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
56;2020-04-07;91;31;62;30;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
35;2020-04-08;74;14;41;9;53;FRA;Bretagne;Ille-et-Vilaine;Femme;48.1584949366,-1.63554809717;;;;
56;2020-04-11;130;35;194;59;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;14;4;3;18
22;2020-04-15;38;6;32;13;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
22;2020-04-17;37;2;43;9;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
29;2020-04-18;101;27;103;30;53;FRA;Bretagne;Finistère;Tous;48.2628706879,-4.05692098846;5;2;4;1
29;2020-04-18;39;8;44;10;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
35;2020-04-19;177;28;210;59;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;6;1;4;6
35;2020-04-22;171;25;230;63;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;9;1;0;10
56;2020-04-24;58;2;114;29;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
35;2020-04-26;157;19;261;67;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;2;0;0;3
56;2020-04-26;56;2;117;29;53;FRA;Bretagne;Morbihan;Femme;47.8441455862,-2.8088066223;;;;
22;2020-04-27;22;4;62;15;53;FRA;Bretagne;Côtes-d'Armor;Homme;48.4390612443,-2.86206319142;;;;
35;2020-04-27;91;13;152;35;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
35;2020-04-28;88;12;156;35;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
56;2020-05-03;67;13;163;50;53;FRA;Bretagne;Morbihan;Homme;47.8441455862,-2.8088066223;;;;
56;2020-04-20;120;25;236;74;53;FRA;Bretagne;Morbihan;Tous;47.8441455862,-2.8088066223;5;0;1;2
29;2020-04-21;37;7;46;11;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
35;2020-04-21;172;25;221;63;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;10;2;3;11
35;2020-04-23;171;22;235;66;53;FRA;Bretagne;Ille-et-Vilaine;Tous;48.1584949366,-1.63554809717;8;0;3;6
29;2020-04-26;44;11;71;22;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
22;2020-04-30;50;4;130;25;53;FRA;Bretagne;Côtes-d'Armor;Tous;48.4390612443,-2.86206319142;4;0;0;2
29;2020-05-01;32;9;79;23;53;FRA;Bretagne;Finistère;Homme;48.2628706879,-4.05692098846;;;;
22;2020-05-04;28;2;71;10;53;FRA;Bretagne;Côtes-d'Armor;Femme;48.4390612443,-2.86206319142;;;;
29;2020-05-05;27;3;55;14;53;FRA;Bretagne;Finistère;Femme;48.2628706879,-4.05692098846;;;;
35;2020-03-20;16;7;7;1;53;FRA;Bretagne;Ille-et-Vilaine;Homme;48.1584949366,-1.63554809717;;;;
